P48347	AT1G22300
Q9FJ47	AT5G45890
Q9FJ57	AT5G55540
Q9FJ65	AT5G55450
Q9FJ66	AT5G55440
Q9FJ67	AT5G55430
Q9FJ69	AT5G55410
Q9FJ79	AT5G55310
Q9FJ81	AT5G52110
Q9FJ83	AT5G52090
Q9FJ84	AT5G52080
Q9FJ87	AT5G52050
Q9FJ89	AT5G52030
Q9FJ91	AT5G52010
Q9FJ92	AT5G52000
Q9FJ95	AT5G51970
Q9FJ96	AT5G51960
Q9FJ98	AT5G51940
Q9FJA3	AT5G35540
Q9FJA8	AT5G35510
Q9FJB1	AT5G35480
Q9FJB3	AT5G35470
Q9FJB4	AT5G35460
Q9FJB8	AT5G53660
Q9FJB9	AT5G53650
Q9FJC3	AT5G53610
Q9FJC4	AT5G53600
Q9FJC9	AT5G53540
Q9FJD3	AT5G53500
Q9FJD4	AT5G53480
Q9FJD7	AT5G60000
Q9FJD8	AT5G59990
Q9FJE2	AT5G59940
Q9FJE3	AT5G59930
Q9FJF1	AT5G59840
Q9FJF5	AT5G59790
Q9FJF6	AT5G18060
Q9FJF7	AT5G18050
Q9FJF8	AT5G18040
Q9FJF9	AT5G18030
Q9FJG0	AT5G18020
Q9FJG1	AT5G18010
Q9FJG3	AT5G17980
Q9FJG4	AT5G17970
Q9FJG5	AT5G17960
Q9FJG6	AT5G17950
Q9FJG9	AT5G60870
Q9FJH4	AT5G60820
Q9FJH5	AT5G60800
Q9FJH9	AT5G60760
Q9FJI1	AT5G60340
Q9FJI2	AT5G60335
Q9FJI3	AT5G60330
Q9FJJ1	AT5G62550
Q9FJJ5	AT5G62500
Q9FJJ6	AT5G62460
Q9FJK0	AT5G62420
Q9FJK4	AT5G48660
Q9FJL1	AT5G48590
Q9FJL8	AT5G57980
Q9FJL9	AT5G57970
Q9FJM0	AT5G57960
Q9FJM5	AT5G57890
Q9FJN0	AT5G57840
Q9FJN2	AT5G57820
Q9FJN6	AT5G57780
Q9FJN7	AT5G65280
Q9FJN9	AT5G65260
Q9FJP0	AT5G65250
Q9FJP2	AT5G65230
Q9FJP7	AT5G65180
Q9FJP8	AT5G65170
Q9FJQ0	AT5G65160
Q9FJQ8	AT5G47050
Q9FJR2	AT5G46990
Q9FJR3	AT5G46980
Q9FJR4	AT5G46970
Q9FJR5	AT5G46960
Q9FJR6	AT5G46950
Q9FJR7	AT5G46940
Q9FJR8	AT5G46930
Q9FJR9	AT5G46920
Q9FJS1	AT5G46890
Q9FJS3	AT5G35660
Q9FJS7	AT5G35610
Q9FJS8	AT5G56850
Q9FJS9	AT5G56840
Q9FJT3	AT5G56800
Q9FJT6	AT5G56770
Q9FJT7	AT5G56750
Q9FJT9	AT5G56730
Q9FJU0	AT5G56720
Q9FJU6	AT5G56620
Q9FJV4	AT5G42640
Q9FJV7	AT5G42610
Q9FJV9	AT5G67640
Q9FJW0	AT5G67630
Q9FJW1	AT5G67620
Q9FJW2	AT5G67610
Q9FJW3	AT5G67600
Q9FJW5	AT5G67580
Q9FJW9	AT5G67540
Q9FJX7	AT5G67460
Q9FJY0	AT5G66600
Q9FJY1	AT5G66590
Q9FJY2	AT5G66580
Q9FJY5	AT5G66540
Q9FJY6	AT5G66530
Q9FJZ0	AT5G66490
Q9FJZ4	AT5G66450
Q9FJZ5	AT5G66440
Q9FJZ6	AT5G66430
Q9FJZ7	AT5G66420
Q9FK02	AT5G66360
Q9FK04	AT5G53380
Q9FK07	AT5G53350
Q9FK14	AT5G53270
Q9FK15	AT5G53260
Q9FK17	AT5G53240
Q9FK18	AT5G53230
Q9FK21	AT5G54200
Q9FK23	AT5G54180
Q9FK30	AT5G50420
Q9FK31	AT5G50410
Q9FK36	AT5G50360
Q9FK37	AT5G50350
Q9FK42	AT5G18300
Q9FK44	AT5G18270
Q9FK45	AT5G18260
Q9FK46	AT5G18250
Q9FK47	AT5G18240
Q9FK49	AT5G18220
Q9FK52	AT5G18190
Q9FK55	AT5G18150
Q9FK56	AT5G18140
Q9FK57	AT5G18130
Q9FK60	AT5G18100
Q9FK62	AT5G18080
Q9FK63	AT5G45800
Q9FK66	AT5G45770
Q9FK73	AT5G45700
Q9FK76	AT5G45650
Q9FK78	AT5G45630
Q9FK83	AT5G22560
Q9FK84	AT5G22550
Q9FK85	AT5G22540
Q9FK86	AT5G22530
Q9FK87	AT5G22520
Q9FK88	AT5G22510
Q9FK89	AT5G22490
Q9FK96	AT5G39650
Q9FKA0	AT5G39610
Q9FKA3	AT5G39590
Q9FKA9	AT5G48890
Q9FKB0	AT5G48870
Q9FKB1	AT5G48860
Q9FKB8	AT5G48780
Q9FKB9	AT5G48770
Q9FKC1	AT5G48750
Q9FKC9	AT5G37980
Q9FKD1	AT5G37950
Q9FKD2	AT5G37940
Q9FKD4	AT5G37920
Q9FKE2	AT5G45230
Q9FKE3	AT5G45220
Q9FKE4	AT5G45210
Q9FKF4	AT5G61670
Q9FKF5	AT5G61660
Q9FKF9	AT5G61620
Q9FKH0	AT5G61490
Q9FKH4	AT5G35740
Q9FKH5	AT5G35737
Q9FKH6	AT5G35735
Q9FKI2	AT5G35680
Q9FKI4	AT5G13780
Q9FKI9	AT5G60580
Q9FKJ4	AT5G60530
Q9FKJ5	AT5G60520
Q9FKK1	AT5G60460
Q9FKK3	AT5G60430
Q9FKK6	AT5G60370
Q9FKK8	AT5G57650
Q9FKK9	AT5G57640
Q9FKL1	AT5G57625
Q9FKL2	AT5G57620
Q9FKL3	AT5G57610
Q9FKL6	AT5G57580
Q9FKL7	AT5G57570
Q9FKM0	AT5G57510
Q9FKM1	AT5G57500
Q9FKM3	AT5G57480
Q9FKM4	AT5G57460
Q9FKM8	AT5G38344
Q9FKM9	AT5G38340
Q9FKN0	AT5G38320
Q9FKN2	AT5G38310
Q9FKN5	AT5G17910
Q9FKN6	AT5G17900
Q9FKP4	AT5G65460
Q9FKQ1	AT5G65380
Q9FKQ4	AT5G65340
Q9FKQ5	AT5G65330
Q9FKQ7	AT5G65300
Q9FKQ8	AT5G65290
Q9FKQ9	AT5G38790
Q9FKR1	AT5G38760
Q9FKR2	AT5G38740
Q9FKR7	AT5G40910
Q9FKS3	AT5G40830
Q9FKS5	AT5G40810
Q9FKS6	AT5G40800
Q9FKS7	AT5G40790
Q9FKT1	AT5G56170
Q9FKT5	AT5G56130
Q9FKT7	AT5G56100
Q9FKU0	AT5G56070
Q9FKU1	AT5G56060
Q9FKU2	AT5G56050
Q9FKU4	AT5G56020
Q9FKU6	AT5G55980
Q9FKU8	AT5G44400
Q9FKU9	AT5G44390
Q9FKV0	AT5G44380
Q9FKV2	AT5G44360
Q9FKV3	AT5G44350
Q9FKV5	AT5G44330
Q9FKV6	AT5G44320
Q9FKV7	AT5G44310
Q9FKV8	AT5G44300
Q9FKV9	AT5G44290
Q9FKW1	AT5G44270
Q9FKW5	AT5G66200
Q9FKW9	AT5G66150
Q9FKX3	AT5G66090
Q9FKY2	AT5G66000
Q9FKY3	AT5G65990
Q9FKY4	AT5G65980
Q9FKZ4	AT5G66860
Q9FKZ6	AT5G66840
Q9FL00	AT5G66800
Q9FL02	AT5G66780
Q9FL05	AT5G40270
Q9FL08	AT5G40240
Q9FL10	AT5G40220
Q9FL13	AT5G40190
Q9FL19	AT5G40120
Q9FL24	AT5G46380
Q9FL29	AT5G46320
Q9FL30	AT5G46310
Q9FL31	AT5G46300
Q9FL35	AT5G46260
Q9FL37	AT5G46230
Q9FL41	AT5G07050
Q9FL44	AT5G07020
Q9FL47	AT5G06990
Q9FL48	AT5G06980
Q9FL56	AT5G06900
Q9FL57	AT5G06890
Q9FL59	AT5G06850
Q9FL61	AT5G24130
Q9FL64	AT5G54360
Q9FL66	AT5G54340
Q9FL67	AT5G54330
Q9FL68	AT5G54320
Q9FL70	AT5G54300
Q9FL72	AT5G54240
Q9FL74	AT5G54210
Q9FL87	AT5G39210
Q9FL88	AT5G39200
Q9FL94	AT5G45030
Q9FL95	AT5G45020
Q9FL98	AT5G44990
Q9FLA0	AT5G44970
Q9FLA5	AT5G44930
Q9FLA7	AT5G44910
Q9FLB2	AT5G05430
Q9FLB7	AT5G05370
Q9FLC2	AT5G05320
Q9FLC4	AT5G05300
Q9FLC9	AT5G05250
Q9FLD3	AT5G05210
Q9FLD4	AT5G40020
Q9FLD5	AT5G40010
Q9FLD7	AT5G39990
Q9FLE2	AT5G39930
Q9FLE6	AT5G39880
Q9FLE9	AT5G39860
Q9FLF2	AT5G64680
Q9FLF3	AT5G64670
Q9FLF9	AT5G64590
Q9FLG3	AT5G64550
Q9FLH2	AT5G65750
Q9FLH5	AT5G51860
Q9FLH6	AT5G51850
Q9FLH8	AT5G51830
Q9FLH9	AT5G51800
Q9FLI2	AT5G51770
Q9FLI4	AT5G51750
Q9FLI7	AT5G51720
Q9FLJ3	AT5G61412
Q9FLJ7	AT5G61360
Q9FLK0	AT5G61330
Q9FLK3	AT5G61300
Q9FLK5	AT5G61280
Q9FLK7	AT5G61260
Q9FLK9	AT5G61240
Q9FLL0	AT5G41200
Q9FLL1	AT5G41190
Q9FLL2	AT5G41180
Q9FLL5	AT5G41140
Q9FLL8	AT5G41110
Q9FLM0	AT5G41090
Q9FLM1	AT5G41080
Q9FLM4	AT5G41050
Q9FLM7	AT5G41020
Q9FLM8	AT5G41010
Q9FLN1	AT5G40980
Q9FLN2	AT5G40970
Q9FLN3	AT5G40960
Q9FLN5	AT5G55290
Q9FLN7	AT5G55270
Q9FLP2	AT5G55210
Q9FLP3	AT5G55200
Q9FLQ0	AT5G55110
Q9FLQ2	AT5G55090
Q9FLR0	AT5G07710
Q9FLR3	AT5G07680
Q9FLR5	AT5G07660
Q9FLR7	AT5G07640
Q9FLR9	AT5G07620
Q9FLS1	AT5G07600
Q9FLS8	AT5G61810
Q9FLT0	AT5G61780
Q9FLT6	AT5G61720
Q9FLT7	AT5G61710
Q9FLT9	AT5G24650
Q9FLU0	AT5G24640
Q9FLU3	AT5G24610
Q9FLU4	AT5G24600
Q9FLU5	AT5G24580
Q9FLU6	AT5G24570
Q9FLV0	AT5G24530
Q9FLV1	AT5G24510
Q9FLW1	AT5G24000
Q9FLW4	AT5G23970
Q9FLW7	AT5G52940
Q9FLW8	AT5G52930
Q9FLX0	AT5G52910
Q9FLX2	AT5G52890
Q9FLY0	AT5G52810
Q9FLY5	AT5G39500
Q9FLY6	AT5G39493
Q9FLZ0	AT5G39471
Q9FLZ3	AT5G39440
Q9FLZ5	AT5G39400
Q9FLZ6	AT5G39380
Q9FLZ7	AT5G39370
Q9FM00	AT5G39330
Q9FM05	AT5G62910
Q9FM06	AT5G62900
Q9FM08	AT5G62865
Q9FM11	AT5G62840
Q9FM16	AT5G62770
Q9FM17	AT5G62760
Q9FM18	AT5G62750
Q9FM26	AT5G40720
Q9FM27	AT5G40710
Q9FM28	AT5G40700
Q9FM29	AT5G40690
Q9FM30	AT5G40680
Q9FM35	AT5G40630
Q9FM36	AT5G40620
Q9FM39	AT5G40590
Q9FM40	AT5G40570
Q9FM43	AT5G40540
Q9FM47	AT5G40490
Q9FM48	AT5G63040
Q9FM51	AT5G63010
Q9FM53	AT5G62990
Q9FM54	AT5G62980
Q9FM57	AT5G55820
Q9FM59	AT5G55800
Q9FM60	AT5G55790
Q9FM61	AT5G55780
Q9FM62	AT5G55770
Q9FM63	AT5G55750
Q9FM69	AT5G55690
Q9FM70	AT5G55680
Q9FM71	AT5G55670
Q9FM73	AT5G55650
Q9FM74	AT5G55640
Q9FM77	AT5G55610
Q9FM80	AT5G55580
Q9FM82	AT5G56490
Q9FM83	AT5G56480
Q9FM84	AT5G56470
Q9FM96	AT5G56360
Q9FM97	AT5G56350
Q9FM98	AT5G56340
Q9FM99	AT5G56330
Q9FMB1	AT5G38900
Q9FMB4	AT5G38880
Q9FMB7	AT5G38850
Q9FMC2	AT5G38800
Q9FMC4	AT5G04860
Q9FMC5	AT5G04850
Q9FMC7	AT5G04830
Q9FMC8	AT5G04820
Q9FMD2	AT5G16650
Q9FME0	AT5G61000
Q9FME2	AT5G60980
Q9FME9	AT5G64400
Q9FMF1	AT5G64380
Q9FMF3	AT5G64360
Q9FMF7	AT5G64290
Q9FMF8	AT5G64280
Q9FMF9	AT5G64270
Q9FMG0	AT5G64250
Q9FMG4	AT5G64200
Q9FMG5	AT5G64190
Q9FMG6	AT5G64180
Q9FMG8	AT5G43150
Q9FMH1	AT5G43120
Q9FMH8	AT5G43060
Q9FMH9	AT5G43050
Q9FMI0	AT5G43040
Q9FMI1	AT5G43030
Q9FMI2	AT5G43020
Q9FMI3	AT5G64170
Q9FMI5	AT5G64150
Q9FMI8	AT5G64090
Q9FMJ1	AT5G64060
Q9FMJ3	AT5G63300
Q9FMJ4	AT5G63290
Q9FMJ6	AT5G63270
Q9FMJ8	AT5G63250
Q9FMJ9	AT5G63240
Q9FMK8	AT5G63150
Q9FML0	AT5G63130
Q9FML3	AT5G63100
Q9FML9	AT5G43000
Q9FMM3	AT5G42950
Q9FMM4	AT5G42940
Q9FMN0	AT5G42890
Q9FMN2	AT5G42870
Q9FMN3	AT5G42860
Q9FMN5	AT5G42840
Q9FMN6	AT5G42830
Q9FMN8	AT5G12260
Q9FMP0	AT5G12230
Q9FMP3	AT5G12200
Q9FMP8	AT5G12150
Q9FMQ0	AT5G12120
Q9FMQ2	AT5G12090
Q9FMQ4	AT5G12060
Q9FMQ5	AT5G22460
Q9FMQ8	AT5G22430
Q9FMR1	AT5G22400
Q9FMR2	AT5G22390
Q9FMR6	AT5G22355
Q9FMR9	AT5G22330
Q9FMS0	AT5G22320
Q9FMS3	AT5G22280
Q9FMS4	AT5G22270
Q9FMS7	AT5G22240
Q9FMT6	AT5G14150
Q9FMT8	AT5G14120
Q9FMT9	AT5G14110
Q9FMU6	AT5G14040
Q9FMU9	AT5G63530
Q9FMV2	AT5G63500
Q9FMV4	AT5G63480
Q9FMV7	AT5G63450
Q9FMW3	AT5G63390
Q9FMW7	AT5G23340
Q9FMW8	AT5G23330
Q9FMX0	AT5G23310
Q9FMX6	AT5G23240
Q9FMX7	AT5G23230
Q9FMX8	AT5G23220
Q9FMY2	AT5G23180
Q9FMY7	AT5G42780
Q9FMZ3	AT5G42710
Q9FMZ6	AT5G42680
Q9FMZ7	AT5G42670
Q9FMZ9	AT5G63900
Q9FN03	AT5G63860
Q9FN05	AT5G63840
Q9FN10	AT5G67430
Q9FN12	AT5G67410
Q9FN13	AT5G67390
Q9FN15	AT5G67370
Q9FN16	AT5G67350
Q9FN19	AT5G67320
Q9FN21	AT5G67290
Q9FN23	AT5G54040
Q9FN24	AT5G54030
Q9FN25	AT5G54020
Q9FN27	AT5G54000
Q9FN31	AT5G53960
Q9FN33	AT5G53930
Q9FN34	AT5G53920
Q9FN35	AT5G53910
Q9FN36	AT5G53900
Q9FN38	AT5G53880
Q9FN39	AT5G53870
Q9FN44	AT5G23110
Q9FN45	AT5G23100
Q9FN46	AT5G23080
Q9FN50	AT5G23040
Q9FN51	AT5G23030
Q9FN55	AT5G41460
Q9FN56	AT5G41450
Q9FN57	AT5G41440
Q9FN58	AT5G41430
Q9FN60	AT5G41400
Q9FN68	AT5G41320
Q9FN70	AT5G17830
Q9FN75	AT5G17760
Q9FN77	AT5G17740
Q9FN78	AT5G17730
Q9FN79	AT5G17720
Q9FN84	AT5G17670
Q9FN89	AT5G59750
Q9FN91	AT5G59730
Q9FNA0	AT5G59610
Q9FNA1	AT5G13720
Q9FNA3	AT5G13690
Q9FNA5	AT5G13670
Q9FNA6	AT5G13660
Q9FNB0	AT5G13630
Q9FNB1	AT5G13620
Q9FNB2	AT5G13610
Q9FNB9	AT5G44080
Q9FNC0	AT5G44060
Q9FNC1	AT5G44050
Q9FNC2	AT5G44040
Q9FNC4	AT5G44020
Q9FND0	AT5G43960
Q9FND1	AT5G43950
Q9FND4	AT5G43920
Q9FNE4	AT5G40340
Q9FNE5	AT5G40320
Q9FNE7	AT5G40310
Q9FNF0	AT5G24320
Q9FNF3	AT5G24290
Q9FNF6	AT5G24260
Q9FNF7	AT5G24250
Q9FNF8	AT5G24240
Q9FNG0	AT5G24220
Q9FNG1	AT5G24210
Q9FNG2	AT5G06470
Q9FNG5	AT5G06430
Q9FNH0	AT5G06380
Q9FNH2	AT5G06360
Q9FNH5	AT5G06330
Q9FNH6	AT5G06320
Q9FNI0	AT5G06280
Q9FNI1	AT5G06270
Q9FNI2	AT5G06260
Q9FNJ2	AT5G22690
Q9FNJ3	AT5G22680
Q9FNJ9	AT5G22620
Q9FNK2	AT5G22590
Q9FNK3	AT5G46190
Q9FNK4	AT5G46180
Q9FNK9	AT5G46130
Q9FNL3	AT5G46090
Q9FNL4	AT5G46080
Q9FNL6	AT5G46060
Q9FNM0	AT5G46020
Q9FNM1	AT5G46010
Q9FNM2	AT5G46000
Q9FNM3	AT5G45990
Q9FNM8	AT5G08600
Q9FNN0	AT5G08580
Q9FNN1	AT5G08570
Q9FNN2	AT5G08560
Q9FNN3	AT5G08550
Q9FNN6	AT5G08520
Q9FNN8	AT5G08500
Q9FNP0	AT5G08480
Q9FNP4	AT5G61230
Q9FNQ0	AT5G61150
Q9FNQ1	AT5G61140
Q9FNQ4	AT5G61110
Q9FNQ6	AT5G61090
Q9FNQ9	AT5G61050
Q9FNR0	AT5G61040
Q9FNR1	AT5G61030
Q9FNR2	AT5G61020
Q9FNR3	AT5G61010
Q9FNY4	AT1G10520
Q9FNY7	AT1G21710
Q9FNY8	AT4G01895
Q9FPD6	AT1G08210
Q9FPE7	AT1G79270
Q9FPE8	AT1G25550
Q9FPF0	AT3G14990
Q9FPH2	AT5G02160
Q9FPH3	AT3G04520
Q9FPH4	AT4G33905
Q9FPI0	AT3G07750
Q9FPI7	AT4G37020
Q9FPJ2	AT3G62110
Q9FPJ5	AT5G21090
Q9FPR3	AT1G08720
Q9FQ24	AT3G55005
Q9FQ25	AT3G55000
Q9FR97	AT3G11440
Q9FRH4	AT1G25250
Q9FRH9	AT1G25300
Q9FRI1	AT1G25320
Q9FRI3	AT1G25340
Q9FRI9	AT1G36756
Q9FRK4	AT1G75130
Q9FRK8	AT1G75170
Q9FRK9	AT1G75180
Q9FRL0	AT1G75190
Q9FRL5	AT1G75240
Q9FRL6	AT1G75250
Q9FRM1	AT1G75300
Q9FRR0	AT1G08790
Q9FRR2	AT1G08760
Q9FRR8	AT1G08670
Q9FRS7	AT1G08580
Q9FT41	AT5G24790
Q9FT46	AT3G52360
Q9FT47	AT3G52350
Q9FT49	AT3G52330
Q9FT53	AT3G52290
Q9FT62	AT5G10700
Q9FT64	AT5G10680
Q9FT66	AT5G10660
Q9FT76	AT4G16980
Q9FT77	AT4G16990
Q9FT88	AT2G05320
Q9FT93	AT5G08420
Q9FT97	AT5G08380
Q9FTA3	AT5G08320
Q9FVP6	AT1G48860
Q9FVP7	AT1G48870
Q9FVQ1	AT1G48920
Q9FVQ4	AT1G32080
Q9FVQ5	AT1G32090
Q9FVQ6	AT1G32100
Q9FVQ7	AT1G32120
Q9FVR1	AT1G32160
Q9FVR4	AT1G32190
Q9FVR9	AT1G57770
Q9FVS0	AT1G57780
Q9FVS4	AT1G57830
Q9FVS5	AT1G57850
Q9FVS9	AT1G57750
Q9FVT1	AT1G57730
Q9FVT5	AT1G57680
Q9FVT6	AT1G57670
Q9FVT9	AT1G57630
Q9FVU0	AT1G57620
Q9FVU7	AT1G57540
Q9FVV0	AT1G71240
Q9FVV5	AT1G71290
Q9FVV7	AT1G71310
Q9FVW4	AT1G33980
Q9FVW6	AT1G77420
Q9FVW9	AT1G77400
Q9FVX3	AT1G77350
Q9FW03	AT3G29770
Q9FW48	AT1G33600
Q9FW50	AT1G33640
Q9FWA3	AT3G02360
Q9FWA5	AT3G02340
Q9FWQ7	AT1G16730
Q9FWR1	AT1G16770
Q9FWR5	AT1G19580
Q9FWS6	AT1G75380
Q9FWT4	AT1G75460
Q9FWW2	AT1G12120
Q9FWX0	AT1G12230
Q9FWX5	AT1G02460
Q9FWX9	AT1G02540
Q9FWY3	AT1G02650
Q9FWY7	AT1G02690
Q9FWY8	AT1G02700
Q9FWZ3	AT1G69650
Q9FWZ4	AT1G69660
Q9FX03	AT1G47310
Q9FX13	AT1G34050
Q9FX16	AT1G34070
Q9FX21	AT1G34130
Q9FX28	AT1G73325
Q9FX32	AT1G73370
Q9FX33	AT1G73380
Q9FX34	AT1G73390
Q9FX36	AT1G73410
Q9FX42	AT1G73490
Q9FX43	AT1G73500
Q9FX44	AT1G73510
Q9FX45	AT1G73530
Q9FX47	AT1G73550
Q9FX54	AT1G13440
Q9FX55	AT1G13430
Q9FX56	AT1G13420
Q9FX58	AT1G13390
Q9FX59	AT1G13380
Q9FX61	AT1G13360
Q9FX62	AT1G13350
Q9FX63	AT1G13340
Q9FX66	AT1G13310
Q9FX67	AT1G13300
Q9FX68	AT1G13290
Q9FX73	AT1G16560
Q9FX76	AT1G16630
Q9FX82	AT1G16690
Q9FX84	AT1G49560
Q9FX86	AT1G49580
Q9FX95	AT1G49670
Q9FXA0	AT1G49740
Q9FXA1	AT1G49750
Q9FXA2	AT1G49760
Q9FXA6	AT1G56540
Q9FXA7	AT1G56550
Q9FXA8	AT1G56560
Q9FXB0	AT1G56580
Q9FXB2	AT1G56600
Q9FXB5	AT1G56660
Q9FXB8	AT1G56680
Q9FXC0	AT1G56700
Q9FXC1	AT1G56710
Q9FXC5	AT1G67600
Q9FXC9	AT1G67635
Q9FXD1	AT1G67650
Q9FXD2	AT1G67660
Q9FXD3	AT1G67670
Q9FXD4	AT1G67680
Q9FXE0	AT1G67770
Q9FXE2	AT1G67790
Q9FXE3	AT1G67810
Q9FXF4	AT1G29770
Q9FXF8	AT1G29830
Q9FXF9	AT1G29840
Q9FXG0	AT1G29850
Q9FXG6	AT1G19680
Q9FXH0	AT1G19715
Q9FXH3	AT1G19740
Q9FXH7	AT1G19790
Q9FXI0	AT1G19830
Q9FXI2	AT1G19840
Q9FXJ4	AT1G28710
Q9FXK1	AT1G24807
Q9FXK2	AT1G24851
Q9FXK6	AT1G24996
Q9FY45	AT3G43150
Q9FY49	AT5G13520
Q9FY51	AT5G13500
Q9FY56	AT5G11090
Q9FY57	AT5G11080
Q9FY58	AT5G11070
Q9FY60	AT5G11050
Q9FY61	AT5G11040
Q9FY67	AT5G09480
Q9FY68	AT5G09470
Q9FY71	AT5G09440
Q9FY77	AT5G09380
Q9FY78	AT5G09370
Q9FY81	AT5G09340
Q9FY82	AT5G09330
Q9FY83	AT5G09320
Q9FY87	AT5G09280
Q9FY88	AT5G09270
Q9FY90	AT5G09240
Q9FY92	AT5G09210
Q9FY93	AT5G13180
Q9FY95	AT5G13150
Q9FY96	AT5G13140
Q9FYA0	AT5G13100
Q9FYA3	AT5G13070
Q9FYB7	AT3G53500
Q9FYC3	AT3G44870
Q9FYC4	AT3G44860
Q9FYC5	AT3G44850
Q9FYC6	AT3G44840
Q9FYD1	AT3G43590
Q9FYD2	AT3G43580
Q9FYE0	AT5G04210
Q9FYE3	AT5G04180
Q9FYF8	AT1G67350
Q9FYG0	AT1G67330
Q9FYG4	AT1G67290
Q9FYH5	AT1G30880
Q9FYH8	AT1G30910
Q9FYJ0	AT1G30990
Q9FYK0	AT1G24650
Q9FYK3	AT1G24610
Q9FYK4	AT1G24600
Q9FYL0	AT1G24540
Q9FYL1	AT1G24530
Q9FYL5	AT1G24480
Q9FYL6	AT1G24470
Q9FYL8	AT1G24450
Q9FYL9	AT1G24440
Q9FYM0	AT1G24430
Q9FYM1	AT1G24420
Q9FYM2	AT1G24405
Q9FYM4	AT1G24380
Q9FYN3	AT5G17340
Q9FYQ8	AT5G35160
Q9FYR1	AT5G35110
Q9FYR2	AT5G35090
Q9FYR6	AT5G52520
Q9FYR8	AT5G52500
Q9FYX6	AT3G29020
Q9FZ21	AT1G02400
Q9FZ23	AT1G02380
Q9FZ25	AT1G02360
Q9FZ34	AT1G54980
Q9FZ35	AT1G54970
Q9FZ38	AT1G54930
Q9FZ41	AT1G54890
Q9FZ43	AT1G16810
Q9FZ44	AT1G16840
Q9FZ47	AT1G16880
Q9FZ51	AT1G16910
Q9FZ54	AT1G16950
Q9FZ55	AT1G16960
Q9FZ68	AT1G13610
Q9FZ81	AT1G18600
Q9FZ82	AT1G18610
Q9FZ83	AT1G18620
Q9FZ84	AT1G18630
Q9FZ86	AT1G18650
Q9FZ88	AT1G28140
Q9FZ91	AT1G28170
Q9FZ93	AT1G28190
Q9FZ97	AT1G28240
Q9FZ98	AT1G28250
Q9FZ99	AT1G28260
Q9FZA0	AT1G28270
Q9FZA2	AT1G28290
Q9FZB6	AT1G51830
Q9FZC1	AT1G26350
Q9FZC4	AT1G26380
Q9FZC5	AT1G26390
Q9FZC6	AT1G26400
Q9FZC7	AT1G26410
Q9FZC8	AT1G26420
Q9FZD0	AT1G26450
Q9FZD2	AT1G26470
Q9FZD9	AT1G26540
Q9FZE1	AT1G26570
Q9FZE2	AT1G26580
Q9FZE3	AT1G26590
Q9FZE5	AT1G26610
Q9FZE6	AT1G26620
Q9FZF2	AT1G47760
Q9FZF5	AT1G47780
Q9FZG0	AT1G47813
Q9FZG2	AT1G47820
Q9FZH5	AT1G67070
Q9FZH6	AT1G67050
Q9FZH7	AT1G67040
Q9FZH9	AT1G67020
Q9FZI4	AT1G66940
Q9FZJ4	AT1G27410
Q9FZJ7	AT1G27385
Q9FZK4	AT1G27310
Q9FZK5	AT1G27300
Q9FZK9	AT1G27270
Q9LCZ9	AT3G54040
Q9LD39	AT3G12970
Q9LD44	AT3G15510
Q9LD47	AT1G12520
Q9LD48	AT1G33850
Q9LD60	AT3G55200
Q9LD60	AT3G55220
Q9LD84	AT3G15400
Q9LD86	AT4G11390
Q9LD95	AT2G36990
Q9LDB0	AT3G13010
Q9LDC3	AT4G08730
Q9LDD1	AT3G12920
Q9LDD5	AT4G11570
Q9LDE1	AT3G06490
Q9LDF5	AT3G15290
Q9LDF8	AT3G12950
Q9LDG2	AT3G06080
Q9LDG7	AT3G15470
Q9LDH1	AT3G56710
Q9LDH8	AT5G55880
Q9LDH8	AT5G55890
Q9LDH9	AT3G12870
Q9LDI5	AT3G02940
Q9LDI9	AT1G69250
Q9LDK1	AT3G15480
Q9LDK4	AT3G13020
Q9LDL9	AT3G12890
Q9LDM2	AT3G12990
Q9LDN0	AT4G14150
Q9LDN6	AT3G15220
Q9LDN8	AT3G15280
Q9LDP7	AT4G19270
Q9LDQ1	AT1G12580
Q9LDR3	AT3G15420
Q9LDR8	AT4G21440
Q9LDS0	AT3G13030
Q9LDS4	AT3G60990
Q9LDS4	AT5G48190
Q9LDU1	AT4G11510
Q9LDU3	AT3G15430
Q9LDV7	AT4G11550
Q9LDW4	AT3G15530
Q9LDW5	AT3G55730
Q9LDY2	AT3G13450
Q9LDY7	AT4G11410
Q9LDY9	AT3G12930
Q9LDZ1	AT3G15300
Q9LDZ5	AT1G20650
Q9LE02	AT1G18290
Q9LE10	AT3G15440
Q9LE16	AT3G15460
Q9LE20	AT1G71870
Q9LE31	AT4G08760
Q9LE33	AT1G12550
Q9LE44	AT3G12960
Q9LE45	AT4G08810
Q9LE54	AT1G69230
Q9LE56	AT1G18280
Q9LE58	AT4G11450
Q9LE60	AT3G15350
Q9LE68	AT4G08740
Q9LE70	AT1G14680
Q9LE80	AT3G15450
Q9LE81	AT5G62310
Q9LE85	AT4G11540
Q9LE86	AT3G12900
Q9LEQ9	AT5G14790
Q9LER3	AT5G14730
Q9LER5	AT5G14710
Q9LER9	AT3G56890
Q9LES0	AT3G56880
Q9LES2	AT3G56860
Q9LES4	AT3G56840
Q9LES5	AT3G56830
Q9LES7	AT3G56810
Q9LES8	AT3G56790
Q9LET1	AT3G56760
